min_support,partition,elapsed
0.05,31,0.37340593338012695
0.048,31,0.4237399101257324
0.046,31,0.44451212882995605
0.044,31,0.4119260311126709
0.042,31,0.3809528350830078
0.04,31,0.4164149761199951
0.038,31,0.3804948329925537
0.036,31,0.39357781410217285
0.034,31,0.4062809944152832
0.032,31,0.41832995414733887
0.03,31,0.3965771198272705
0.028,31,0.3871488571166992
0.026,31,0.430905818939209
0.024,31,0.38603901863098145
0.022,31,0.42496705055236816
0.02,31,0.39455413818359375
0.018,31,0.4258277416229248
0.016,31,0.39513087272644043
0.014,31,0.40500402450561523
0.012,31,0.3974931240081787
0.01,31,0.3867940902709961
0.008,31,0.4259152412414551
0.006,31,0.39805173873901367
0.004,31,0.42288780212402344
