min_support,partition,elapsed
0.05,2,0.43705296516418457
0.048,2,0.2823967933654785
0.046,2,0.2606828212738037
0.044,2,0.23806476593017578
0.042,2,0.22330689430236816
0.04,2,0.21835613250732422
0.038,2,0.2229609489440918
0.036,2,0.23148107528686523
0.034,2,0.2098398208618164
0.032,2,0.2064518928527832
0.03,2,0.22320818901062012
0.028,2,0.21240878105163574
0.026,2,0.21056294441223145
0.024,2,0.20811796188354492
0.022,2,0.23004698753356934
0.02,2,0.21191883087158203
0.018,2,0.20296788215637207
0.016,2,0.2235701084136963
0.014,2,0.20888185501098633
0.012,2,0.20444488525390625
0.01,2,0.20420527458190918
0.008,2,0.21779584884643555
0.006,2,0.2085721492767334
0.004,2,0.21802401542663574
