min_support,partition,elapsed
0.05,6,1.371466875076294
0.048,6,1.3986749649047852
0.046,6,1.352550983428955
0.044,6,1.3945069313049316
0.042,6,1.427239179611206
0.04,6,1.4086380004882812
0.038,6,1.4079160690307617
0.036,6,1.347606897354126
0.034,6,1.3945658206939697
0.032,6,1.4675018787384033
0.03,6,1.4099888801574707
0.028,6,1.5301611423492432
0.026,6,1.4935810565948486
0.024,6,1.497204065322876
0.022,6,1.4933576583862305
0.02,6,1.457817792892456
0.018,6,1.451042890548706
0.016,6,1.411438226699829
0.014,6,1.4633312225341797
0.012,6,1.491260051727295
0.01,6,1.5201990604400635
0.008,6,1.4974970817565918
0.006,6,1.642380952835083
0.004,6,1.982923984527588
