min_support,partition,elapsed
0.05,8,0.1970810890197754
0.048,8,0.20324206352233887
0.046,8,0.19452476501464844
0.044,8,0.2152421474456787
0.042,8,0.19484233856201172
0.04,8,0.19261598587036133
0.038,8,0.20695805549621582
0.036,8,0.1933279037475586
0.034,8,0.19745206832885742
0.032,8,0.19393110275268555
0.03,8,0.24167609214782715
0.028,8,0.20564007759094238
0.026,8,0.2032151222229004
0.024,8,0.22291088104248047
0.022,8,0.1998882293701172
0.02,8,0.20411086082458496
0.018,8,0.19740796089172363
0.016,8,0.22076988220214844
0.014,8,0.20940375328063965
0.012,8,0.2077171802520752
0.01,8,0.2041330337524414
0.008,8,0.21591877937316895
0.006,8,0.1943368911743164
0.004,8,0.20764493942260742
