min_support,partition,elapsed
0.05,3,1.6363561153411865
0.048,3,1.597714900970459
0.046,3,1.637256145477295
0.044,3,1.6169190406799316
0.042,3,1.6129200458526611
0.04,3,1.6350371837615967
0.038,3,1.628951072692871
0.036,3,1.5718848705291748
0.034,3,1.5864231586456299
0.032,3,1.6060051918029785
0.03,3,1.6560289859771729
0.028,3,1.6603729724884033
0.026,3,1.7234008312225342
0.024,3,1.688896894454956
0.022,3,1.642542839050293
0.02,3,1.724355936050415
0.018,3,1.7704389095306396
0.016,3,1.7883288860321045
0.014,3,1.7920279502868652
0.012,3,1.817659854888916
0.01,3,1.8438947200775146
0.008,3,1.8677692413330078
0.006,3,1.9147899150848389
0.004,3,2.2422409057617188
