min_support,partition,elapsed
0.05,14,0.24823498725891113
0.048,14,0.26918911933898926
0.046,14,0.2565732002258301
0.044,14,0.25220417976379395
0.042,14,0.3079721927642822
0.04,14,0.2762258052825928
0.038,14,0.24334001541137695
0.036,14,0.2489941120147705
0.034,14,0.24103999137878418
0.032,14,0.2769918441772461
0.03,14,0.25171709060668945
0.028,14,0.2569870948791504
0.026,14,0.2545018196105957
0.024,14,0.2682359218597412
0.022,14,0.2575101852416992
0.02,14,0.2509019374847412
0.018,14,0.24087190628051758
0.016,14,0.24497413635253906
0.014,14,0.2754397392272949
0.012,14,0.2484760284423828
0.01,14,0.2481837272644043
0.008,14,0.26610779762268066
0.006,14,0.2561759948730469
0.004,14,0.24470114707946777
