min_support,partition,elapsed
0.05,14,1.4343268871307373
0.048,14,1.4414808750152588
0.046,14,1.4672729969024658
0.044,14,1.469722032546997
0.042,14,1.4150850772857666
0.04,14,1.462839126586914
0.038,14,1.4586949348449707
0.036,14,1.493091106414795
0.034,14,1.572840929031372
0.032,14,1.511664867401123
0.03,14,1.5325968265533447
0.028,14,1.5363528728485107
0.026,14,1.5438170433044434
0.024,14,1.5418481826782227
0.022,14,1.5359389781951904
0.02,14,1.5803899765014648
0.018,14,1.5500221252441406
0.016,14,1.5609691143035889
0.014,14,1.5740017890930176
0.012,14,1.6029040813446045
0.01,14,1.623744010925293
0.008,14,1.691338062286377
0.006,14,1.764915943145752
0.004,14,1.9656012058258057
