min_support,partition,elapsed
0.05,32,0.40901803970336914
0.048,32,0.44325876235961914
0.046,32,0.4581151008605957
0.044,32,0.4396700859069824
0.042,32,0.4117419719696045
0.04,32,0.4272027015686035
0.038,32,0.42559123039245605
0.036,32,0.40246105194091797
0.034,32,0.4433290958404541
0.032,32,0.4020071029663086
0.03,32,0.466937780380249
0.028,32,0.4088399410247803
0.026,32,0.4434518814086914
0.024,32,0.4282958507537842
0.022,32,0.4339580535888672
0.02,32,0.41123080253601074
0.018,32,0.44602012634277344
0.016,32,0.41753196716308594
0.014,32,0.4423820972442627
0.012,32,0.414078950881958
0.01,32,0.4144618511199951
0.008,32,0.4589700698852539
0.006,32,0.41745996475219727
0.004,32,0.4583289623260498
