min_support,partition,elapsed
0.05,32,1.8243839740753174
0.048,32,1.7434208393096924
0.046,32,1.75537109375
0.044,32,1.7707760334014893
0.042,32,1.8027238845825195
0.04,32,1.7985949516296387
0.038,32,1.8650779724121094
0.036,32,1.8975510597229004
0.034,32,1.858029842376709
0.032,32,1.8453540802001953
0.03,32,1.8443341255187988
0.028,32,1.8966248035430908
0.026,32,1.8883419036865234
0.024,32,1.88264799118042
0.022,32,1.8904728889465332
0.02,32,1.917639970779419
0.018,32,1.910282850265503
0.016,32,1.9322099685668945
0.014,32,1.9462389945983887
0.012,32,1.9385218620300293
0.01,32,1.9534802436828613
0.008,32,2.0964159965515137
0.006,32,2.0790088176727295
0.004,32,2.5212790966033936
