min_support,partition,elapsed
0.05,16,1.6315510272979736
0.048,16,1.4923901557922363
0.046,16,1.4900929927825928
0.044,16,1.5288801193237305
0.042,16,1.5411689281463623
0.04,16,1.5199790000915527
0.038,16,1.5423319339752197
0.036,16,1.5915770530700684
0.034,16,1.5523898601531982
0.032,16,1.5522799491882324
0.03,16,1.6387968063354492
0.028,16,1.6523089408874512
0.026,16,1.6118669509887695
0.024,16,1.591547966003418
0.022,16,1.5932221412658691
0.02,16,1.5852439403533936
0.018,16,1.6489551067352295
0.016,16,1.6242320537567139
0.014,16,1.7008600234985352
0.012,16,1.654146671295166
0.01,16,1.7502028942108154
0.008,16,1.7853901386260986
0.006,16,1.9125301837921143
0.004,16,2.0676612854003906
