min_support,partition,elapsed
0.05,20,1.5688529014587402
0.048,20,1.5224449634552002
0.046,20,1.4689240455627441
0.044,20,1.5155529975891113
0.042,20,1.4700679779052734
0.04,20,1.5893058776855469
0.038,20,1.5631201267242432
0.036,20,1.5177979469299316
0.034,20,1.620887041091919
0.032,20,1.6510262489318848
0.03,20,1.626471996307373
0.028,20,1.7229650020599365
0.026,20,1.640516996383667
0.024,20,1.5464930534362793
0.022,20,1.6060998439788818
0.02,20,1.623633861541748
0.018,20,1.6273319721221924
0.016,20,1.6893651485443115
0.014,20,1.647754192352295
0.012,20,1.659848928451538
0.01,20,1.7186119556427002
0.008,20,1.7651619911193848
0.006,20,1.8364989757537842
0.004,20,2.184412956237793
