min_support,partition,elapsed
0.05,27,1.7200469970703125
0.048,27,1.6869020462036133
0.046,27,1.6841716766357422
0.044,27,1.7419710159301758
0.042,27,1.7370951175689697
0.04,27,1.738365888595581
0.038,27,1.7143030166625977
0.036,27,1.7491140365600586
0.034,27,1.7735719680786133
0.032,27,1.7288599014282227
0.03,27,1.7533438205718994
0.028,27,1.8039569854736328
0.026,27,1.828890085220337
0.024,27,1.8499000072479248
0.022,27,1.8454790115356445
0.02,27,1.825634241104126
0.018,27,1.8015899658203125
0.016,27,1.825697898864746
0.014,27,1.816605806350708
0.012,27,1.8702609539031982
0.01,27,1.8801836967468262
0.008,27,1.937018871307373
0.006,27,2.154510736465454
0.004,27,2.3735480308532715
