min_support,partition,elapsed
0.05,15,0.26713109016418457
0.048,15,0.24909305572509766
0.046,15,0.2750401496887207
0.044,15,0.25748181343078613
0.042,15,0.2611100673675537
0.04,15,0.2877180576324463
0.038,15,0.25363683700561523
0.036,15,0.2548191547393799
0.034,15,0.2563300132751465
0.032,15,0.2603797912597656
0.03,15,0.26698803901672363
0.028,15,0.2540168762207031
0.026,15,0.25746893882751465
0.024,15,0.27948498725891113
0.022,15,0.2710702419281006
0.02,15,0.26126599311828613
0.018,15,0.2637503147125244
0.016,15,0.2769179344177246
0.014,15,0.25392913818359375
0.012,15,0.2635798454284668
0.01,15,0.2520439624786377
0.008,15,0.28394484519958496
0.006,15,0.25490903854370117
0.004,15,0.24572062492370605
