min_support,partition,elapsed
0.05,15,1.506484031677246
0.048,15,1.4987480640411377
0.046,15,1.4830868244171143
0.044,15,1.4872539043426514
0.042,15,1.4864141941070557
0.04,15,1.5052809715270996
0.038,15,1.506734848022461
0.036,15,1.499032735824585
0.034,15,1.5268127918243408
0.032,15,1.5141010284423828
0.03,15,1.5553462505340576
0.028,15,1.568708896636963
0.026,15,1.5726549625396729
0.024,15,1.5970098972320557
0.022,15,1.616137981414795
0.02,15,1.623398780822754
0.018,15,1.6322059631347656
0.016,15,1.6409788131713867
0.014,15,1.5876457691192627
0.012,15,1.6089999675750732
0.01,15,1.5907182693481445
0.008,15,1.6896171569824219
0.006,15,1.7544450759887695
0.004,15,2.0453507900238037
