min_support,partition,elapsed
0.05,30,0.4094059467315674
0.048,30,0.3765561580657959
0.046,30,0.4441239833831787
0.044,30,0.36629414558410645
0.042,30,0.360821008682251
0.04,30,0.40064096450805664
0.038,30,0.3653450012207031
0.036,30,0.4048328399658203
0.034,30,0.35990381240844727
0.032,30,0.3896479606628418
0.03,30,0.36223888397216797
0.028,30,0.37958812713623047
0.026,30,0.3892650604248047
0.024,30,0.36560916900634766
0.022,30,0.4027690887451172
0.02,30,0.38892483711242676
0.018,30,0.4038078784942627
0.016,30,0.37317609786987305
0.014,30,0.3864777088165283
0.012,30,0.3732321262359619
0.01,30,0.3805422782897949
0.008,30,0.39763808250427246
0.006,30,0.38428592681884766
0.004,30,0.3763129711151123
