min_support,partition,elapsed
0.05,25,0.3600139617919922
0.048,25,0.34075498580932617
0.046,25,0.3732478618621826
0.044,25,0.37304115295410156
0.042,25,0.35553598403930664
0.04,25,0.35651111602783203
0.038,25,0.34011077880859375
0.036,25,0.33992695808410645
0.034,25,0.3744361400604248
0.032,25,0.32782721519470215
0.03,25,0.3264739513397217
0.028,25,0.3831510543823242
0.026,25,0.34766578674316406
0.024,25,0.3367609977722168
0.022,25,0.3603401184082031
0.02,25,0.32933998107910156
0.018,25,0.3297300338745117
0.016,25,0.3874022960662842
0.014,25,0.33296990394592285
0.012,25,0.3312101364135742
0.01,25,0.36745405197143555
0.008,25,0.3333621025085449
0.006,25,0.32588911056518555
0.004,25,0.36661386489868164
