min_support,partition,elapsed
0.05,7,0.20411896705627441
0.048,7,0.19553279876708984
0.046,7,0.18808722496032715
0.044,7,0.21526503562927246
0.042,7,0.1918039321899414
0.04,7,0.19562792778015137
0.038,7,0.18685293197631836
0.036,7,0.2103898525238037
0.034,7,0.185075044631958
0.032,7,0.1845111846923828
0.03,7,0.1960141658782959
0.028,7,0.23465299606323242
0.026,7,0.1790018081665039
0.024,7,0.18744277954101562
0.022,7,0.18397283554077148
0.02,7,0.20726919174194336
0.018,7,0.1852097511291504
0.016,7,0.1870427131652832
0.014,7,0.18564510345458984
0.012,7,0.2083139419555664
0.01,7,0.19375824928283691
0.008,7,0.1880781650543213
0.006,7,0.18462395668029785
0.004,7,0.2164170742034912
