min_support,partition,elapsed
0.05,19,1.5518357753753662
0.048,19,1.532289743423462
0.046,19,1.4646599292755127
0.044,19,1.5261738300323486
0.042,19,1.4529809951782227
0.04,19,1.533452033996582
0.038,19,1.5124001502990723
0.036,19,1.5505471229553223
0.034,19,1.5205061435699463
0.032,19,1.5476279258728027
0.03,19,1.5848588943481445
0.028,19,1.6039166450500488
0.026,19,1.6188271045684814
0.024,19,1.6903421878814697
0.022,19,1.6841938495635986
0.02,19,1.6595940589904785
0.018,19,1.683922290802002
0.016,19,1.6505849361419678
0.014,19,1.6157732009887695
0.012,19,1.640362024307251
0.01,19,1.6776649951934814
0.008,19,1.7775630950927734
0.006,19,1.818436861038208
0.004,19,2.1337180137634277
