min_support,partition,elapsed
0.05,5,0.20690417289733887
0.048,5,0.18060302734375
0.046,5,0.2027750015258789
0.044,5,0.19188308715820312
0.042,5,0.1766819953918457
0.04,5,0.21133971214294434
0.038,5,0.1931900978088379
0.036,5,0.1939399242401123
0.034,5,0.18818402290344238
0.032,5,0.18378090858459473
0.03,5,0.19613909721374512
0.028,5,0.18908166885375977
0.026,5,0.20244193077087402
0.024,5,0.17872190475463867
0.022,5,0.1948239803314209
0.02,5,0.21461915969848633
0.018,5,0.1971900463104248
0.016,5,0.19698500633239746
0.014,5,0.19270110130310059
0.012,5,0.1995398998260498
0.01,5,0.20160388946533203
0.008,5,0.1824479103088379
0.006,5,0.19218087196350098
0.004,5,0.18810009956359863
