min_support,partition,elapsed
0.05,29,0.36190223693847656
0.048,29,0.34909534454345703
0.046,29,0.44538116455078125
0.044,29,0.37258291244506836
0.042,29,0.39851808547973633
0.04,29,0.36273813247680664
0.038,29,0.3565380573272705
0.036,29,0.40245890617370605
0.034,29,0.3755347728729248
0.032,29,0.3967571258544922
0.03,29,0.37632203102111816
0.028,29,0.35473108291625977
0.026,29,0.39957714080810547
0.024,29,0.3740220069885254
0.022,29,0.4155111312866211
0.02,29,0.3657829761505127
0.018,29,0.3634052276611328
0.016,29,0.40248775482177734
0.014,29,0.36643505096435547
0.012,29,0.38878893852233887
0.01,29,0.35883116722106934
0.008,29,0.3912210464477539
0.006,29,0.395885705947876
0.004,29,0.35856103897094727
