min_support,partition,elapsed
0.05,9,0.22297430038452148
0.048,9,0.23958206176757812
0.046,9,0.21085214614868164
0.044,9,0.23642587661743164
0.042,9,0.23385310173034668
0.04,9,0.21495294570922852
0.038,9,0.2171611785888672
0.036,9,0.20348429679870605
0.034,9,0.240037202835083
0.032,9,0.223283052444458
0.03,9,0.22848916053771973
0.028,9,0.23187804222106934
0.026,9,0.21532177925109863
0.024,9,0.22657489776611328
0.022,9,0.2274341583251953
0.02,9,0.2528510093688965
0.018,9,0.22481417655944824
0.016,9,0.22931909561157227
0.014,9,0.22067713737487793
0.012,9,0.21673226356506348
0.01,9,0.21657705307006836
0.008,9,0.20221376419067383
0.006,9,0.24205398559570312
0.004,9,0.22970199584960938
