min_support,partition,elapsed
0.05,17,1.6171419620513916
0.048,17,1.5615899562835693
0.046,17,1.5924208164215088
0.044,17,1.5813868045806885
0.042,17,1.6149771213531494
0.04,17,1.5691311359405518
0.038,17,1.67193603515625
0.036,17,1.5996012687683105
0.034,17,1.6151249408721924
0.032,17,1.621885061264038
0.03,17,1.683685064315796
0.028,17,1.692275047302246
0.026,17,1.6656031608581543
0.024,17,1.6891729831695557
0.022,17,1.6959149837493896
0.02,17,1.7161588668823242
0.018,17,1.6678338050842285
0.016,17,1.710787057876587
0.014,17,1.6326372623443604
0.012,17,1.684250831604004
0.01,17,1.6876673698425293
0.008,17,1.731977939605713
0.006,17,1.7743091583251953
0.004,17,2.0810272693634033
