min_support,partition,elapsed
0.05,17,0.2993590831756592
0.048,17,0.27851414680480957
0.046,17,0.2779858112335205
0.044,17,0.26956915855407715
0.042,17,0.31508708000183105
0.04,17,0.2629890441894531
0.038,17,0.27884793281555176
0.036,17,0.2942698001861572
0.034,17,0.27270007133483887
0.032,17,0.27175188064575195
0.03,17,0.3123800754547119
0.028,17,0.2687840461730957
0.026,17,0.2714869976043701
0.024,17,0.26494503021240234
0.022,17,0.30350708961486816
0.02,17,0.27307796478271484
0.018,17,0.2715320587158203
0.016,17,0.3125290870666504
0.014,17,0.2678518295288086
0.012,17,0.2772340774536133
0.01,17,0.27430009841918945
0.008,17,0.2850072383880615
0.006,17,0.2719409465789795
0.004,17,0.26958322525024414
